respondent_id,industry,region,exec_level,viz_tool,cynefin_domain,data_type,data_trust,data_quality_score,viz_clarity_score,decision_confidence,decision_speed_score,collaboration_score,cognitive_load_score,d3m_adoption_score,big_data_readiness,years_using_viz,pct_decisions_datadriven,monthly_data_gb,num_dashboards,viz_effective
R0802,Consulting,Kathmandu,General Manager,Tableau,Complex,Multi-structured,Medium,3,2,8.0,7,6,3,6,1,4,93,80.1,8,0
R0803,IT/Software,Chitwan,Department Head,Tableau,Simple,Semi-structured,Medium,9,10,9.0,3,9,4,3,4,8,30,54.4,9,1
R0804,Education,Biratnagar,COO,Excel Charts,Complex,Unstructured,High,5,5,8.0,1,4,8,9,10,3,39,21.1,15,0
R0805,Healthcare,Chitwan,COO,Tableau,Complicated,Structured,Medium,2,10,7.0,9,7,8,9,3,16,75,18.4,24,0
R0806,Banking,Pokhara,General Manager,No Tool,Complex,Structured,High,9,4,9.0,8,6,2,6,5,1,82,170.4,23,0
R0807,Banking,Biratnagar,CEO,Python/Matplotlib,Simple,Structured,Low,4,4,9.0,2,1,2,10,2,4,92,63.4,10,0
R0808,Banking,Kathmandu,General Manager,No Tool,Chaotic,Unstructured,Medium,8,5,4.0,2,2,3,3,10,7,6,17.9,17,0
R0809,Banking,Pokhara,COO,Power BI,Complex,Structured,High,1,3,6.0,2,7,7,9,7,3,52,85.4,20,0
R0810,Consulting,Pokhara,Department Head,Excel Charts,Complex,Structured,High,1,9,8.0,5,6,5,4,5,5,27,23.5,8,0
R0811,Retail,Lalitpur,General Manager,No Tool,Complex,Unstructured,Medium,5,6,10.0,10,10,10,9,6,9,53,6.3,4,0
R0812,Education,Biratnagar,CFO,Excel Charts,Complex,Semi-structured,High,6,1,10.0,8,10,10,5,5,10,52,0.1,13,0
R0813,EDUCATION,Chitwan,CEO,Excel Charts,Complex,Structured,Medium,8,1,1.0,10,5,4,7,9,10,29,51.1,6,0
R0814,Healthcare,Kathmandu,CEO,Power BI,Complex,Semi-structured,Medium,5,6,5.0,4,2,9,3,3,16,37,61.1,1,0
R0815,Banking,Biratnagar,Department Head,Python/Matplotlib,Chaotic,Structured,Medium,8,6,10.0,1,3,7,2,8,19,46,37.8,6,1
R0816,Retail,Kathmandu,Department Head,Tableau,Complex,Structured,Medium,3,6,3.0,6,6,1,8,3,18,64,35.9,12,0
R0817,Healthcare,Kathmandu,General Manager,Excel Charts,Complex,Semi-structured,High,4,4,6.0,7,4,1,1,9,6,70,0.5,7,0
R0818,Banking,Lalitpur,Department Head,Excel Charts,Complicated,Multi-structured,High,10,4,8.0,5,10,4,7,4,5,20,21.6,6,0
R0819,Healthcare,Pokhara,COO,Python/Matplotlib,Chaotic,Structured,Low,7,6,10.0,2,10,6,9,1,16,100,1.2,5,1
R0820,Retail,Pokhara,Department Head,Tableau,Simple,Structured,Low,4,10,2.0,9,3,1,2,7,9,26,0.8,20,0
R0821,Retail,Lalitpur,CEO,Python/Matplotlib,Complex,Semi-structured,High,10,5,7.0,6,6,5,10,4,3,47,57.3,23,0
R0822,Healthcare,Kathmandu,Department Head,Excel Charts,Complicated,Unstructured,Medium,4,10,7.0,7,6,4,9,8,16,90,5.4,16,0
R0823,Banking,Pokhara,Department Head,No Tool,Complex,Unstructured,High,6,5,5.0,6,1,6,9,4,5,66,5.2,23,0
R0824,IT/Software,Lalitpur,General Manager,Excel Charts,Simple,Structured,Medium,9,3,2.0,7,10,8,1,9,10,12,44.7,11,0
R0825,Consulting,Biratnagar,CEO,Power BI,Complicated,Unstructured,Medium,6,2,4.0,8,7,10,8,4,9,49,7.7,6,0
R0826,IT/Software,Chitwan,General Manager,No Tool,Complex,Structured,High,5,3,2.0,2,10,9,9,5,9,10,11.8,1,0
R0827,IT/Software,Kathmandu,COO,No Tool,Complicated,Structured,High,7,3,3.0,6,10,2,3,1,13,81,27.5,6,0
R0828,Banking,Kathmandu,CEO,No Tool,Complex,Unstructured,High,10,10,1.0,1,3,10,6,1,3,87,52.8,3,0
R0829,Consulting,Pokhara,CFO,Python/Matplotlib,Complex,Unstructured,High,2,5,9.0,3,5,3,2,10,7,97,32.6,13,0
R0830,IT/Software,Lalitpur,COO,Excel Charts,Simple,Semi-structured,Low,5,9,3.0,7,1,2,10,4,19,53,4.7,29,0
R0831,Consulting,Chitwan,COO,Excel Charts,Complex,Semi-structured,Low,6,1,10.0,8,1,2,1,6,2,27,22.6,22,0
R0832,Healthcare,Chitwan,General Manager,Power BI,Complicated,Structured,Low,4,1,2.0,5,2,8,6,1,6,53,51.1,9,0
R0833,Retail,Chitwan,CEO,No Tool,Complicated,Multi-structured,Medium,5,10,5.0,1,3,6,1,5,4,53,9999.0,10,0
R0834,BANKING,Pokhara,General Manager,No Tool,Complex,Structured,Low,10,10,4.0,2,9,7,8,4,2,42,1.1,25,0
R0835,Retail,Biratnagar,CFO,Power BI,Complicated,Unstructured,Medium,2,6,10.0,1,1,6,6,7,4,20,84.2,27,0
R0836,Consulting,Chitwan,COO,Python/Matplotlib,Complicated,Unstructured,Medium,9,9,9.0,5,1,7,9,4,4,29,40.1,13,1
R0837,Education,Biratnagar,CEO,No Tool,Simple,Semi-structured,Low,10,7,10.0,5,3,7,9,5,14,95,103.9,2,1
R0838,Education,Lalitpur,COO,Excel Charts,Complex,Structured,Medium,5,5,10.0,3,10,7,2,10,13,48,2.6,28,0
R0839,Healthcare,Pokhara,General Manager,No Tool,Complex,Unstructured,High,9,3,6.0,7,9,1,10,3,2,16,0.7,22,0
R0840,Consulting,Pokhara,CFO,No Tool,Simple,Multi-structured,High,9,3,2.0,4,2,10,6,1,5,45,12.1,16,0
R0841,Banking,Biratnagar,Department Head,Power BI,Complex,Structured,Low,1,2,9.0,2,6,9,1,8,5,31,5.2,23,0
R0842,Retail,Biratnagar,General Manager,No Tool,Simple,Multi-structured,Medium,10,7,9.0,7,1,4,10,10,12,58,26.9,19,1
R0843,IT/Software,Pokhara,CFO,No Tool,Complex,Structured,Medium,7,8,2.0,6,1,4,6,1,0,41,99.7,1,0
R0844,Banking,Lalitpur,General Manager,Power BI,Complicated,Unstructured,High,10,3,8.0,5,2,3,8,6,4,33,25.5,27,0
R0845,Healthcare,Kathmandu,Department Head,Python/Matplotlib,Complicated,Multi-structured,Medium,10,8,10.0,6,8,4,7,9,16,80,45.3,19,1
R0846,Education,Kathmandu,Department Head,No Tool,Complex,Multi-structured,Medium,7,7,8.0,6,4,2,2,6,18,53,34.1,24,1
R0847,IT/Software,Chitwan,Department Head,Excel Charts,Complicated,Structured,Medium,3,5,8.0,9,1,3,4,4,13,97,15.6,5,0
R0848,Retail,Biratnagar,COO,Power BI,Complicated,Multi-structured,Low,5,6,7.0,4,8,10,3,3,13,79,59.0,26,0
R0849,Banking,Chitwan,CFO,Excel Charts,Complicated,Unstructured,Medium,6,2,2.0,5,4,1,1,9,3,70,69.2,28,0
R0850,Healthcare,Chitwan,General Manager,No Tool,Complex,Unstructured,Medium,9,9,3.0,7,7,1,7,9,0,45,2.9,12,0
R0851,IT/Software,Kathmandu,CFO,Power BI,Complicated,Semi-structured,High,6,6,7.0,8,7,9,9,10,15,36,176.0,26,1
R0852,Retail,Biratnagar,General Manager,Power BI,Complex,Structured,High,8,3,2.0,9,3,9,6,4,1,24,14.7,16,0
R0853,Retail,Lalitpur,COO,No Tool,Simple,Semi-structured,Medium,9,7,3.0,10,3,3,5,10,8,75,66.2,9,0
R0854,Banking,Biratnagar,CEO,Tableau,Chaotic,Unstructured,Low,2,8,2.0,5,8,1,1,6,9,59,35.8,11,0
R0855,Banking,Kathmandu,Department Head,No Tool,Chaotic,Structured,High,2,3,6.0,6,3,4,9,1,4,51,9999.0,1,0
R0856,Retail,Kathmandu,CEO,Power BI,Simple,Semi-structured,Medium,8,6,3.0,8,6,8,10,9,3,27,94.5,22,0
R0857,Healthcare,Pokhara,CFO,Python/Matplotlib,Complicated,Unstructured,Medium,7,3,7.0,6,1,4,3,3,4,21,81.0,12,0
R0858,CONSULTING,Chitwan,General Manager,Tableau,Simple,Unstructured,Medium,8,10,9.0,4,6,9,8,10,6,29,60.3,10,1
R0859,Healthcare,Chitwan,General Manager,No Tool,Complicated,Structured,Medium,6,7,1.0,3,2,5,6,10,3,95,14.3,27,0
R0860,Healthcare,Lalitpur,CFO,Python/Matplotlib,Complex,Unstructured,Medium,6,3,6.0,9,10,3,9,4,13,44,10.1,11,0
R0861,IT/Software,Pokhara,COO,No Tool,Complex,Unstructured,High,8,8,3.0,8,8,5,5,5,3,42,49.5,4,0
R0862,Banking,Biratnagar,Department Head,Tableau,Simple,Unstructured,Medium,5,10,3.0,8,1,7,5,8,13,52,2.5,8,0
R0863,Healthcare,Biratnagar,CFO,Tableau,Chaotic,Structured,High,10,7,9.0,2,2,4,10,6,7,74,39.5,19,1
R0864,Retail,Pokhara,COO,Excel Charts,Complex,Structured,Medium,3,4,2.0,7,1,2,9,10,11,33,57.6,1,0
R0865,Healthcare,Biratnagar,CFO,No Tool,Simple,Structured,High,6,9,5.0,2,8,1,6,4,13,97,22.4,0,0
R0866,Education,Pokhara,Department Head,No Tool,Complicated,Structured,High,2,4,10.0,6,10,8,4,8,9,55,43.4,12,0
R0867,Consulting,Biratnagar,General Manager,Tableau,Simple,Structured,High,3,8,4.0,6,8,1,5,1,12,91,34.4,16,0
R0868,Consulting,Pokhara,General Manager,No Tool,Complex,Structured,Low,4,3,3.0,6,1,2,1,4,6,94,47.5,13,0
R0869,Retail,Chitwan,Department Head,Python/Matplotlib,Complicated,Unstructured,High,6,1,4.0,5,3,4,5,3,9,51,75.5,5,0
R0870,Banking,Pokhara,General Manager,Tableau,Complicated,Structured,Low,6,1,8.0,4,7,6,4,2,3,72,19.2,7,0
R0871,Healthcare,Chitwan,COO,Excel Charts,Complex,Structured,Medium,8,1,5.0,7,8,6,10,10,18,22,0.8,25,0
R0872,Banking,Pokhara,COO,No Tool,Complex,Structured,Low,10,4,9.0,10,8,6,7,7,5,95,22.6,29,0
R0873,Banking,Lalitpur,CEO,Excel Charts,Simple,Structured,Medium,10,8,7.0,1,7,4,9,7,16,74,9999.0,7,1
R0874,Banking,Chitwan,COO,No Tool,Simple,Unstructured,High,4,6,5.0,3,5,4,8,10,10,83,37.8,2,0
R0875,Education,Kathmandu,Department Head,Python/Matplotlib,Simple,Semi-structured,High,7,6,7.0,9,6,10,7,10,12,21,18.7,29,1
R0876,Education,Chitwan,CEO,No Tool,Complex,Unstructured,High,8,7,2.0,1,1,8,5,2,18,37,9999.0,15,0
R0877,Education,Pokhara,General Manager,No Tool,Complex,Unstructured,Low,10,4,10.0,9,8,9,4,2,7,25,54.0,16,0
R0878,Retail,Kathmandu,CEO,Tableau,Complicated,Multi-structured,Medium,1,9,8.0,2,9,7,3,5,5,97,79.1,24,0
R0879,Banking,Lalitpur,CFO,Tableau,Complicated,Structured,High,4,6,8.0,6,7,4,8,3,8,55,10.0,12,0
R0880,IT/Software,Lalitpur,CFO,Tableau,Simple,Unstructured,High,6,4,2.0,2,4,9,1,2,13,64,64.7,19,0
R0881,Banking,Kathmandu,General Manager,Tableau,Simple,Structured,Medium,9,9,6.0,5,6,9,9,10,3,72,11.4,26,1
R0882,Education,Pokhara,COO,Power BI,Complex,Structured,Medium,2,1,9.0,5,9,4,8,1,19,26,4.3,14,0
R0883,Banking,Biratnagar,CEO,Power BI,Complex,Structured,Medium,10,1,5.0,4,3,6,1,10,14,80,12.8,10,0
R0884,Retail,Pokhara,General Manager,Python/Matplotlib,Complex,Unstructured,High,1,1,2.0,2,5,6,1,5,15,35,9.3,20,0
R0885,Retail,Chitwan,Department Head,Tableau,Complex,Structured,High,1,1,5.0,7,4,8,5,10,13,1,56.5,17,0
R0886,Banking,Kathmandu,CEO,No Tool,Complicated,Semi-structured,High,4,7,4.0,9,3,4,3,5,17,17,49.4,4,0
R0887,Healthcare,Pokhara,General Manager,Python/Matplotlib,Simple,Structured,High,7,8,6.0,4,9,6,1,7,14,52,24.6,8,1
R0888,Consulting,Chitwan,CFO,Tableau,Simple,Unstructured,Low,9,5,8.0,2,1,2,7,1,15,44,12.3,16,0
R0889,Consulting,Chitwan,CFO,Power BI,Complex,Structured,High,1,10,6.0,6,4,6,2,6,2,91,7.0,29,0
R0890,IT/Software,Pokhara,CEO,Power BI,Complex,Structured,Medium,5,10,9.0,4,7,2,4,7,19,96,19.9,8,0
R0891,IT/Software,Pokhara,COO,Python/Matplotlib,Chaotic,Multi-structured,High,3,7,10.0,7,1,7,10,9,5,56,8.7,21,0
R0892,Healthcare,Chitwan,CEO,Excel Charts,Complicated,Structured,Medium,10,9,7.0,8,8,8,7,3,19,21,14.6,0,1
R0893,IT/Software,Kathmandu,CFO,Tableau,Complex,Structured,Low,6,10,2.0,9,9,2,7,6,16,8,13.0,27,0
R0894,Healthcare,Kathmandu,CEO,Python/Matplotlib,Complex,Structured,Medium,6,8,10.0,3,4,6,7,7,18,90,34.0,15,1
R0895,Retail,Chitwan,COO,Excel Charts,Complex,Structured,Low,9,10,5.0,8,1,9,4,6,8,68,28.5,23,0
R0896,Banking,Biratnagar,CEO,Power BI,Complex,Structured,Medium,4,5,4.0,5,3,6,3,4,3,60,36.4,28,0
R0897,Healthcare,Biratnagar,General Manager,Power BI,Chaotic,Structured,High,8,9,9.0,2,7,8,7,8,16,94,19.5,12,1
R0898,Consulting,Lalitpur,Department Head,No Tool,Complicated,Structured,High,7,4,10.0,10,2,8,3,2,10,77,18.1,22,0
R0899,Retail,Pokhara,COO,Tableau,Complex,Semi-structured,High,3,9,9.0,2,9,8,4,10,1,5,2.4,11,0
R0900,Education,Pokhara,General Manager,No Tool,Complicated,Structured,Medium,5,6,5.0,1,9,2,10,8,7,58,9999.0,7,0
R0901,Banking,Biratnagar,CFO,Excel Charts,Complex,Multi-structured,Low,7,2,2.0,6,1,7,8,9,9,74,99.4,15,0
R0902,Banking,Pokhara,General Manager,Excel Charts,Chaotic,Multi-structured,Medium,10,9,8.0,9,6,3,8,10,14,68,27.9,4,1
R0903,Consulting,Lalitpur,COO,No Tool,Chaotic,Structured,Medium,4,6,2.0,3,1,3,6,8,0,59,16.5,12,0
R0904,Consulting,Chitwan,General Manager,Tableau,Complex,Semi-structured,Medium,1,2,8.0,8,5,8,5,1,6,23,37.9,17,0
R0905,Healthcare,Lalitpur,COO,Power BI,Chaotic,Structured,Medium,8,6,4.0,8,9,3,7,5,12,62,39.8,16,0
R0906,Healthcare,Pokhara,CEO,No Tool,Simple,Structured,High,10,5,4.0,3,6,5,8,1,4,30,2.8,16,0
R0907,Consulting,Kathmandu,CFO,Python/Matplotlib,Simple,Unstructured,High,6,6,7.0,8,9,3,9,4,9,59,42.2,13,1
R0908,Banking,Kathmandu,Department Head,Tableau,Complicated,Structured,Medium,7,9,3.0,10,6,1,9,4,18,25,9.4,7,0
R0909,Banking,Pokhara,CEO,Excel Charts,Complex,Structured,High,5,1,2.0,2,7,9,6,5,16,83,9.5,12,0
R0910,Healthcare,Kathmandu,General Manager,Power BI,Complex,Structured,Low,2,1,9.0,10,1,2,7,8,9,36,96.1,10,0
R0911,Healthcare,Biratnagar,General Manager,No Tool,Complex,Structured,Low,5,4,7.0,2,4,2,1,8,11,63,46.8,15,0
R0912,IT/Software,Chitwan,COO,No Tool,Simple,Semi-structured,Medium,10,1,6.0,10,4,1,10,2,14,50,36.3,20,0
R0913,Banking,Chitwan,CEO,Excel Charts,Complex,Structured,High,6,8,5.0,9,10,7,5,1,5,76,56.0,2,0
R0914,Retail,Kathmandu,General Manager,Power BI,Complex,Multi-structured,Low,5,10,8.0,3,6,10,2,7,16,42,31.6,3,0
R0915,Retail,Kathmandu,COO,No Tool,Simple,Semi-structured,High,4,9,5.0,6,7,2,7,4,18,37,43.2,23,0
R0916,Healthcare,Chitwan,CFO,No Tool,Complicated,Unstructured,High,8,9,2.0,6,9,8,2,8,1,91,8.6,20,0
R0917,Education,Pokhara,Department Head,No Tool,Complex,Multi-structured,High,7,7,9.0,9,5,7,10,9,8,21,53.0,7,1
R0918,Retail,Chitwan,General Manager,Excel Charts,Simple,Structured,Medium,3,6,3.0,4,9,9,8,6,16,89,50.2,26,0
R0919,Education,Lalitpur,General Manager,Power BI,Complex,Unstructured,Medium,2,4,7.0,1,5,4,4,5,19,98,28.3,11,0
R0920,Consulting,Lalitpur,General Manager,Excel Charts,Simple,Structured,Medium,5,10,8.0,8,8,7,5,6,2,67,50.6,11,0
R0921,Consulting,Pokhara,COO,Power BI,Simple,Structured,High,10,3,2.0,3,3,2,1,1,12,80,19.1,25,0
R0922,Retail,Pokhara,CEO,Tableau,Complicated,Semi-structured,High,5,6,9.0,5,2,6,4,7,18,18,3.7,20,0
R0923,Banking,Kathmandu,COO,Power BI,Complex,Semi-structured,Medium,10,7,7.0,4,7,9,4,8,9,85,132.4,12,1
R0924,Banking,Biratnagar,CFO,Power BI,Complex,Unstructured,High,6,6,10.0,3,2,2,7,8,14,25,58.4,9,1
R0925,Education,Pokhara,COO,Excel Charts,Complex,Structured,Medium,9,7,7.0,8,4,2,10,1,4,7,64.8,20,1
R0926,Banking,Kathmandu,General Manager,Power BI,Simple,Semi-structured,High,8,2,6.0,5,1,7,8,5,2,30,91.7,14,0
R0927,CONSULTING,Pokhara,COO,Power BI,Complicated,Unstructured,High,10,8,4.0,3,10,6,8,5,19,70,20.0,14,0
R0928,Education,Lalitpur,COO,Python/Matplotlib,Complicated,Structured,High,7,5,4.0,7,5,4,10,3,19,28,20.9,0,0
R0929,Healthcare,Lalitpur,General Manager,No Tool,Complicated,Structured,Medium,9,5,3.0,1,4,8,6,9,14,35,18.0,2,0
R0930,Retail,Lalitpur,CFO,Python/Matplotlib,Complicated,Multi-structured,High,3,3,7.0,1,8,3,8,7,8,89,78.9,27,0
R0931,Education,Chitwan,General Manager,Excel Charts,Chaotic,Structured,High,3,6,8.0,7,10,6,9,2,4,17,24.8,13,0
R0932,Retail,Kathmandu,Department Head,Excel Charts,Complex,Semi-structured,Medium,6,7,7.0,1,4,9,10,6,15,9,53.5,26,1
R0933,Retail,Kathmandu,CEO,Power BI,Complicated,Semi-structured,Low,4,7,7.0,9,9,9,9,8,4,25,126.7,4,0
R0934,Retail,Lalitpur,COO,Excel Charts,Chaotic,Semi-structured,High,5,10,4.0,9,2,6,9,10,19,68,84.3,7,0
R0935,Healthcare,Pokhara,General Manager,Python/Matplotlib,Complex,Multi-structured,Medium,2,2,9.0,3,6,5,1,4,18,8,23.8,22,0
R0936,Retail,Chitwan,CFO,Excel Charts,Simple,Multi-structured,High,4,4,3.0,6,7,4,4,8,16,100,87.1,19,0
R0937,Healthcare,Chitwan,COO,Excel Charts,Simple,Structured,Low,7,3,8.0,9,6,9,8,5,10,7,16.8,28,0
R0938,Retail,Lalitpur,CEO,Power BI,Complex,Unstructured,Low,8,6,5.0,2,6,10,3,1,3,9,22.9,23,0
R0939,Consulting,Kathmandu,General Manager,Power BI,Simple,Unstructured,Low,3,1,5.0,9,6,2,10,7,13,35,110.5,28,0
R0940,Consulting,Lalitpur,CFO,Excel Charts,Complicated,Structured,Low,2,3,4.0,2,3,9,9,8,19,98,90.2,10,0
R0941,Retail,Chitwan,Department Head,Power BI,Complicated,Semi-structured,Low,3,7,10.0,3,3,8,9,3,7,81,60.9,9,0
R0942,Consulting,Lalitpur,General Manager,Power BI,Complex,Structured,Low,5,4,10.0,10,7,3,4,7,9,34,41.5,25,0
R0943,Banking,Biratnagar,Department Head,No Tool,Chaotic,Structured,Low,6,1,2.0,6,2,1,5,1,19,7,34.2,17,0
R0944,IT/Software,Chitwan,CEO,Tableau,Simple,Structured,Low,5,4,3.0,1,7,7,5,10,19,30,4.5,6,0
R0945,Banking,Biratnagar,Department Head,Power BI,Chaotic,Unstructured,Medium,1,3,9.0,6,2,2,4,2,0,4,38.6,26,0
R0946,Banking,Kathmandu,COO,Tableau,Complicated,Structured,Medium,10,1,1.0,7,1,2,4,8,9,72,40.7,3,0
R0947,Banking,Lalitpur,General Manager,Power BI,Complicated,Multi-structured,Medium,9,1,5.0,7,10,7,3,9,11,12,21.2,4,0
R0948,Healthcare,Chitwan,Department Head,No Tool,Complicated,Unstructured,Medium,10,9,6.0,10,3,4,9,4,18,64,7.3,10,1
R0949,Healthcare,Biratnagar,CFO,Python/Matplotlib,Complicated,Unstructured,Low,3,1,3.0,7,3,6,7,2,19,79,176.1,24,0
R0950,Retail,Biratnagar,General Manager,Power BI,Complicated,Multi-structured,High,7,3,9.0,10,3,4,9,3,11,93,87.0,11,0
R0951,Banking,Lalitpur,CEO,Tableau,Complicated,Semi-structured,Medium,6,6,6.0,9,9,4,8,6,10,71,23.1,10,1
R0952,Healthcare,Pokhara,COO,Power BI,Complex,Semi-structured,High,4,7,5.0,10,1,7,8,3,18,65,47.0,19,0
R0953,Education,Biratnagar,COO,Tableau,Complicated,Structured,Medium,1,5,3.0,6,5,4,4,8,18,3,39.5,17,0
R0954,Retail,Kathmandu,CEO,Python/Matplotlib,Complicated,Structured,High,1,10,9.0,6,10,10,4,7,1,25,7.4,18,0
R0955,Healthcare,Chitwan,General Manager,Python/Matplotlib,Chaotic,Unstructured,Medium,8,3,6.0,3,1,4,8,8,0,40,18.6,28,0
R0956,Retail,Pokhara,CEO,Power BI,Complex,Semi-structured,Low,6,1,5.0,9,6,10,6,4,1,93,98.7,8,0
R0957,Retail,Biratnagar,CEO,No Tool,Simple,Unstructured,Medium,10,2,1.0,6,6,4,9,9,2,62,51.1,8,0
R0958,Banking,Biratnagar,COO,No Tool,Complex,Structured,Low,9,8,3.0,9,2,10,3,8,6,40,9999.0,5,0
R0959,Education,Kathmandu,CFO,Python/Matplotlib,Complex,Structured,High,4,1,3.0,10,6,1,3,9,19,20,0.8,0,0
R0960,IT/Software,Chitwan,General Manager,Tableau,Simple,Structured,High,10,5,8.0,6,1,2,2,5,9,90,9999.0,13,0
R0961,Healthcare,Biratnagar,CEO,Excel Charts,Complicated,Multi-structured,Medium,3,5,2.0,10,3,10,8,2,14,24,3.5,22,0
R0962,Consulting,Chitwan,COO,Power BI,Simple,Unstructured,Low,7,3,4.0,2,7,9,8,4,0,48,16.4,22,0
R0963,Banking,Chitwan,COO,No Tool,Simple,Structured,High,5,1,3.0,10,9,8,4,3,3,42,204.4,12,0
R0964,Education,Chitwan,COO,Power BI,Complex,Structured,High,1,7,1.0,1,5,8,6,3,0,40,128.2,26,0
R0965,Banking,Lalitpur,General Manager,Power BI,Simple,Structured,High,9,10,,2,7,7,9,8,8,42,45.5,0,0
R0966,Healthcare,Lalitpur,CEO,Tableau,Complicated,Structured,High,3,3,4.0,9,9,2,1,8,3,81,20.8,21,0
R0967,Banking,Pokhara,CEO,Python/Matplotlib,Complicated,Semi-structured,Medium,2,2,2.0,1,2,7,7,6,8,35,21.6,27,0
R0968,IT/Software,Pokhara,CEO,Tableau,Complex,Structured,Low,10,7,1.0,10,9,9,9,1,8,93,114.5,15,0
R0969,IT/Software,Kathmandu,CFO,Excel Charts,Complex,Unstructured,Medium,9,3,9.0,9,5,2,2,3,10,51,6.8,28,0
R0970,Banking,Biratnagar,CEO,Power BI,Simple,Structured,Low,6,8,10.0,5,6,1,8,9,17,30,82.0,12,1
R0971,Consulting,Lalitpur,General Manager,Power BI,Simple,Structured,High,3,3,8.0,4,8,2,8,2,5,96,6.5,0,0
R0972,Retail,Lalitpur,Department Head,Power BI,Complex,Unstructured,High,10,4,6.0,8,6,5,10,9,7,28,6.4,2,0
R0973,IT/Software,Pokhara,CEO,No Tool,Complicated,Unstructured,Medium,4,3,9.0,5,1,2,7,5,5,19,1.5,23,0
R0974,IT/Software,Biratnagar,General Manager,No Tool,Simple,Semi-structured,High,1,5,2.0,2,8,1,6,7,0,61,1.2,5,0
R0975,Education,Lalitpur,CEO,No Tool,Simple,Structured,High,7,3,4.0,2,3,5,9,1,5,79,43.5,26,0
R0976,Education,Biratnagar,General Manager,Python/Matplotlib,Simple,Semi-structured,Low,2,1,7.0,2,9,1,6,1,12,78,55.7,10,0
R0977,IT/Software,Biratnagar,COO,No Tool,Chaotic,Structured,Medium,5,7,7.0,7,6,10,2,9,4,57,52.9,20,0
R0978,Healthcare,Biratnagar,COO,Tableau,Complicated,Semi-structured,High,9,8,1.0,2,3,7,3,5,3,38,21.9,24,0
R0979,Consulting,Kathmandu,CFO,Power BI,Complex,Structured,Medium,2,1,8.0,2,1,6,1,9,13,52,40.6,21,0
R0980,Healthcare,Biratnagar,CFO,Tableau,Complex,Structured,High,4,3,9.0,2,9,9,2,9,17,75,1.5,5,0
R0981,IT/Software,Kathmandu,CFO,Python/Matplotlib,Complex,Unstructured,High,10,2,10.0,6,4,2,4,4,8,49,38.4,23,0
R0982,Consulting,Lalitpur,COO,No Tool,Complicated,Multi-structured,High,7,8,8.0,8,3,4,4,5,3,83,19.7,25,1
R0983,Retail,Biratnagar,Department Head,Python/Matplotlib,Complicated,Structured,Medium,1,9,2.0,3,6,8,10,7,12,47,23.7,28,0
R0984,Banking,Chitwan,Department Head,Power BI,Complex,Unstructured,Medium,9,7,10.0,4,4,8,6,8,17,83,42.1,9,1
R0985,Consulting,Biratnagar,General Manager,Excel Charts,Complicated,Structured,Medium,1,2,6.0,7,4,8,4,6,19,70,71.0,3,0
R0986,Banking,Lalitpur,COO,No Tool,Simple,Unstructured,High,4,9,9.0,1,4,1,4,4,2,48,72.8,19,0
R0987,Education,Kathmandu,CFO,Excel Charts,Chaotic,Unstructured,High,5,2,6.0,9,5,8,10,10,15,42,26.8,19,0
R0988,IT/SOFTWARE,Biratnagar,CEO,Power BI,Chaotic,Semi-structured,Medium,1,2,9.0,4,2,10,1,1,8,38,1.5,0,0
R0989,Retail,Biratnagar,CEO,Python/Matplotlib,Complicated,Unstructured,High,7,10,10.0,8,6,5,7,10,17,94,76.0,9,1
R0990,Consulting,Kathmandu,General Manager,Python/Matplotlib,Complex,Multi-structured,High,8,9,9.0,10,6,7,10,8,4,57,2.5,16,1
R0991,Healthcare,Biratnagar,COO,Tableau,Complex,Semi-structured,Medium,7,7,8.0,2,2,3,4,9,16,85,34.3,10,1
R0992,Education,Lalitpur,CEO,Tableau,Complicated,Semi-structured,High,8,2,7.0,7,8,10,1,7,3,38,3.3,3,0
R0993,Banking,Chitwan,General Manager,Tableau,Simple,Multi-structured,Medium,8,2,3.0,8,7,4,2,5,8,15,27.8,20,0
R0994,Consulting,Pokhara,CEO,Power BI,Simple,Structured,Medium,1,10,2.0,3,5,7,2,4,4,15,72.2,19,0
R0995,IT/Software,Pokhara,COO,Python/Matplotlib,Complex,Unstructured,Medium,7,8,5.0,4,1,1,7,6,9,73,37.2,17,0
R0996,Retail,Biratnagar,COO,Excel Charts,Chaotic,Unstructured,Low,6,8,2.0,4,8,10,7,1,16,89,8.1,6,0
R0997,Healthcare,Chitwan,CFO,No Tool,Complicated,Semi-structured,Medium,3,4,10.0,2,6,9,5,4,3,25,48.8,25,0
R0998,Education,Lalitpur,CFO,Power BI,Chaotic,Semi-structured,High,1,7,3.0,5,4,8,10,5,13,91,82.6,7,0
R0999,Education,Biratnagar,COO,Python/Matplotlib,Complicated,Structured,Medium,6,8,10.0,4,4,9,8,10,2,16,55.6,7,1
R1000,Healthcare,Lalitpur,CEO,Power BI,Complicated,Unstructured,Medium,4,8,7.0,6,2,9,6,6,15,42,20.2,8,0
R0131,Healthcare,Kathmandu,CEO,Python/Matplotlib,Complex,Structured,Low,6,10,6.0,9,2,8,9,7,7,86,103.9,23,1
R0555,Healthcare,Pokhara,Department Head,Python/Matplotlib,Complicated,Structured,Medium,6,1,7.0,1,10,10,6,1,15,68,69.7,16,0
R0155,Banking,Pokhara,CEO,Excel Charts,Complicated,Unstructured,Medium,6,9,5.0,3,6,4,8,2,6,19,109.2,26,0
